statement_key	source_reference	factor	tier	value	synopsis_change	document_change	review_status	catalog_readiness	factor_disposition	required_test_points	official_source_target	evidence
drop_role	references/statements/account/role/drop_role.md	role_state	T1	exists	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/drop-role.html	mysql-8.0.22-manual:0d09da547961adc0
drop_role	references/statements/account/role/drop_role.md	role_state	T1	missing	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/drop-role.html	mysql-8.0.22-manual:0d09da547961adc0
drop_role	references/statements/account/role/drop_role.md	expected_status	T1	success	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/drop-role.html	mysql-8.0.22-manual:0d09da547961adc0
drop_role	references/statements/account/role/drop_role.md	expected_status	T1	failure	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/drop-role.html	mysql-8.0.22-manual:0d09da547961adc0
set_default_role	references/statements/account/role/set_default_role.md	role_selection	T1	none	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/set-default-role.html	mysql-8.0.22-manual:9f2a420c95ba4277
set_default_role	references/statements/account/role/set_default_role.md	role_selection	T1	all_roles	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/set-default-role.html	mysql-8.0.22-manual:9f2a420c95ba4277
set_default_role	references/statements/account/role/set_default_role.md	role_selection	T1	explicit_list	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/set-default-role.html	mysql-8.0.22-manual:9f2a420c95ba4277
set_default_role	references/statements/account/role/set_default_role.md	account_state	T1	exists	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/set-default-role.html	mysql-8.0.22-manual:9f2a420c95ba4277
set_default_role	references/statements/account/role/set_default_role.md	account_state	T1	missing	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/set-default-role.html	mysql-8.0.22-manual:9f2a420c95ba4277
set_default_role	references/statements/account/role/set_default_role.md	expected_status	T1	success	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/set-default-role.html	mysql-8.0.22-manual:9f2a420c95ba4277
set_default_role	references/statements/account/role/set_default_role.md	expected_status	T1	failure	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/set-default-role.html	mysql-8.0.22-manual:9f2a420c95ba4277
alter_user	references/statements/account/user/alter_user.md	if_exists	T1	omitted	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/alter-user.html	mysql-8.0.22-manual:6b3deda201038bbe
alter_user	references/statements/account/user/alter_user.md	if_exists	T1	present	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/alter-user.html	mysql-8.0.22-manual:6b3deda201038bbe
alter_user	references/statements/account/user/alter_user.md	account_state	T1	exists	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/alter-user.html	mysql-8.0.22-manual:6b3deda201038bbe
alter_user	references/statements/account/user/alter_user.md	account_state	T1	missing	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/alter-user.html	mysql-8.0.22-manual:6b3deda201038bbe
alter_user	references/statements/account/user/alter_user.md	alter_branch	T1	authentication	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/alter-user.html	mysql-8.0.22-manual:6b3deda201038bbe
alter_user	references/statements/account/user/alter_user.md	alter_branch	T1	password_expire	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/alter-user.html	mysql-8.0.22-manual:6b3deda201038bbe
alter_user	references/statements/account/user/alter_user.md	alter_branch	T1	account_lock	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/alter-user.html	mysql-8.0.22-manual:6b3deda201038bbe
alter_user	references/statements/account/user/alter_user.md	alter_branch	T1	resource_limits	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/alter-user.html	mysql-8.0.22-manual:6b3deda201038bbe
alter_user	references/statements/account/user/alter_user.md	alter_branch	T1	comment_attribute	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/alter-user.html	mysql-8.0.22-manual:6b3deda201038bbe
alter_user	references/statements/account/user/alter_user.md	expected_status	T1	success	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/alter-user.html	mysql-8.0.22-manual:6b3deda201038bbe
alter_user	references/statements/account/user/alter_user.md	expected_status	T1	failure	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/alter-user.html	mysql-8.0.22-manual:6b3deda201038bbe
alter_user	references/statements/account/user/alter_user.md	auth_shape	T2	identified_by_password	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/alter-user.html	mysql-8.0.22-manual:6b3deda201038bbe
alter_user	references/statements/account/user/alter_user.md	auth_shape	T2	identified_with_plugin	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/alter-user.html	mysql-8.0.22-manual:6b3deda201038bbe
alter_user	references/statements/account/user/alter_user.md	auth_shape	T2	discard_old_password	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/alter-user.html	mysql-8.0.22-manual:6b3deda201038bbe
alter_user	references/statements/account/user/alter_user.md	password_lifecycle_shape	T2	omitted	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/alter-user.html	mysql-8.0.22-manual:6b3deda201038bbe
alter_user	references/statements/account/user/alter_user.md	password_lifecycle_shape	T2	password_expire	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/alter-user.html	mysql-8.0.22-manual:6b3deda201038bbe
alter_user	references/statements/account/user/alter_user.md	password_lifecycle_shape	T2	password_history	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/alter-user.html	mysql-8.0.22-manual:6b3deda201038bbe
alter_user	references/statements/account/user/alter_user.md	password_lifecycle_shape	T2	password_reuse_interval	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/alter-user.html	mysql-8.0.22-manual:6b3deda201038bbe
alter_user	references/statements/account/user/alter_user.md	account_lock_shape	T2	omitted	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/alter-user.html	mysql-8.0.22-manual:6b3deda201038bbe
alter_user	references/statements/account/user/alter_user.md	account_lock_shape	T2	lock	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/alter-user.html	mysql-8.0.22-manual:6b3deda201038bbe
alter_user	references/statements/account/user/alter_user.md	account_lock_shape	T2	unlock	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/alter-user.html	mysql-8.0.22-manual:6b3deda201038bbe
alter_user	references/statements/account/user/alter_user.md	attribute_shape	T2	omitted	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/alter-user.html	mysql-8.0.22-manual:6b3deda201038bbe
alter_user	references/statements/account/user/alter_user.md	attribute_shape	T2	comment	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/alter-user.html	mysql-8.0.22-manual:6b3deda201038bbe
alter_user	references/statements/account/user/alter_user.md	attribute_shape	T2	attribute_json	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/alter-user.html	mysql-8.0.22-manual:6b3deda201038bbe
create_user	references/statements/account/user/create_user.md	if_not_exists	T1	omitted	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/create-user.html	mysql-8.0.22-manual:28a487480d39cc49
create_user	references/statements/account/user/create_user.md	if_not_exists	T1	present	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/create-user.html	mysql-8.0.22-manual:28a487480d39cc49
create_user	references/statements/account/user/create_user.md	account_name_shape	T1	user_localhost	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/create-user.html	mysql-8.0.22-manual:28a487480d39cc49
create_user	references/statements/account/user/create_user.md	account_name_shape	T1	user_percent_host	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/create-user.html	mysql-8.0.22-manual:28a487480d39cc49
create_user	references/statements/account/user/create_user.md	account_name_shape	T1	quoted_user	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/create-user.html	mysql-8.0.22-manual:28a487480d39cc49
create_user	references/statements/account/user/create_user.md	auth_shape	T1	omitted	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/create-user.html	mysql-8.0.22-manual:28a487480d39cc49
create_user	references/statements/account/user/create_user.md	auth_shape	T1	identified_by_password	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/create-user.html	mysql-8.0.22-manual:28a487480d39cc49
create_user	references/statements/account/user/create_user.md	auth_shape	T1	identified_with_plugin	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/create-user.html	mysql-8.0.22-manual:28a487480d39cc49
create_user	references/statements/account/user/create_user.md	auth_shape	T1	random_password	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/create-user.html	mysql-8.0.22-manual:28a487480d39cc49
create_user	references/statements/account/user/create_user.md	expected_status	T1	success	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/create-user.html	mysql-8.0.22-manual:28a487480d39cc49
create_user	references/statements/account/user/create_user.md	expected_status	T1	failure	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/create-user.html	mysql-8.0.22-manual:28a487480d39cc49
create_user	references/statements/account/user/create_user.md	default_role_shape	T2	omitted	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/create-user.html	mysql-8.0.22-manual:28a487480d39cc49
create_user	references/statements/account/user/create_user.md	default_role_shape	T2	default_role	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/create-user.html	mysql-8.0.22-manual:28a487480d39cc49
create_user	references/statements/account/user/create_user.md	ssl_require_shape	T2	omitted	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/create-user.html	mysql-8.0.22-manual:28a487480d39cc49
create_user	references/statements/account/user/create_user.md	ssl_require_shape	T2	ssl	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/create-user.html	mysql-8.0.22-manual:28a487480d39cc49
create_user	references/statements/account/user/create_user.md	ssl_require_shape	T2	x509	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/create-user.html	mysql-8.0.22-manual:28a487480d39cc49
create_user	references/statements/account/user/create_user.md	account_lock_shape	T2	omitted	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/create-user.html	mysql-8.0.22-manual:28a487480d39cc49
create_user	references/statements/account/user/create_user.md	account_lock_shape	T2	lock	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/create-user.html	mysql-8.0.22-manual:28a487480d39cc49
create_user	references/statements/account/user/create_user.md	account_lock_shape	T2	unlock	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/create-user.html	mysql-8.0.22-manual:28a487480d39cc49
create_user	references/statements/account/user/create_user.md	password_lifecycle_shape	T2	omitted	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/create-user.html	mysql-8.0.22-manual:28a487480d39cc49
create_user	references/statements/account/user/create_user.md	password_lifecycle_shape	T2	password_expire	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/create-user.html	mysql-8.0.22-manual:28a487480d39cc49
create_user	references/statements/account/user/create_user.md	password_lifecycle_shape	T2	password_history	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/create-user.html	mysql-8.0.22-manual:28a487480d39cc49
create_user	references/statements/account/user/create_user.md	password_lifecycle_shape	T2	failed_login_attempts	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/create-user.html	mysql-8.0.22-manual:28a487480d39cc49
drop_user	references/statements/account/user/drop_user.md	if_exists	T1	omitted	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/drop-user.html	mysql-8.0.22-manual:7d13b0974f3350c7
drop_user	references/statements/account/user/drop_user.md	if_exists	T1	present	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/drop-user.html	mysql-8.0.22-manual:7d13b0974f3350c7
drop_user	references/statements/account/user/drop_user.md	account_state	T1	exists	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/drop-user.html	mysql-8.0.22-manual:7d13b0974f3350c7
drop_user	references/statements/account/user/drop_user.md	account_state	T1	missing	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/drop-user.html	mysql-8.0.22-manual:7d13b0974f3350c7
drop_user	references/statements/account/user/drop_user.md	stored_object_dependency	T1	none	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/drop-user.html	mysql-8.0.22-manual:7d13b0974f3350c7
drop_user	references/statements/account/user/drop_user.md	stored_object_dependency	T1	orphan_or_adopt_risk	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/drop-user.html	mysql-8.0.22-manual:7d13b0974f3350c7
drop_user	references/statements/account/user/drop_user.md	expected_status	T1	success	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/drop-user.html	mysql-8.0.22-manual:7d13b0974f3350c7
drop_user	references/statements/account/user/drop_user.md	expected_status	T1	failure	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/drop-user.html	mysql-8.0.22-manual:7d13b0974f3350c7
rename_user	references/statements/account/user/rename_user.md	source_account_state	T1	exists	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/rename-user.html	mysql-8.0.22-manual:496e95ff5d6ae76d
rename_user	references/statements/account/user/rename_user.md	source_account_state	T1	missing	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/rename-user.html	mysql-8.0.22-manual:496e95ff5d6ae76d
rename_user	references/statements/account/user/rename_user.md	target_account_state	T1	missing	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/rename-user.html	mysql-8.0.22-manual:496e95ff5d6ae76d
rename_user	references/statements/account/user/rename_user.md	target_account_state	T1	already_exists	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/rename-user.html	mysql-8.0.22-manual:496e95ff5d6ae76d
rename_user	references/statements/account/user/rename_user.md	stored_object_dependency	T1	none	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/rename-user.html	mysql-8.0.22-manual:496e95ff5d6ae76d
rename_user	references/statements/account/user/rename_user.md	stored_object_dependency	T1	orphan_or_adopt_risk	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/rename-user.html	mysql-8.0.22-manual:496e95ff5d6ae76d
rename_user	references/statements/account/user/rename_user.md	expected_status	T1	success	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/rename-user.html	mysql-8.0.22-manual:496e95ff5d6ae76d
rename_user	references/statements/account/user/rename_user.md	expected_status	T1	failure	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/rename-user.html	mysql-8.0.22-manual:496e95ff5d6ae76d
set_password	references/statements/account/user/set_password.md	target_account_shape	T1	current_user	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/set-password.html	mysql-8.0.22-manual:d7e1543dc9ec1724
set_password	references/statements/account/user/set_password.md	target_account_shape	T1	explicit_user	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/set-password.html	mysql-8.0.22-manual:d7e1543dc9ec1724
set_password	references/statements/account/user/set_password.md	target_account_shape	T1	missing_user	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/set-password.html	mysql-8.0.22-manual:d7e1543dc9ec1724
set_password	references/statements/account/user/set_password.md	password_shape	T1	plain_text_password	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/set-password.html	mysql-8.0.22-manual:d7e1543dc9ec1724
set_password	references/statements/account/user/set_password.md	password_shape	T1	random_password	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/set-password.html	mysql-8.0.22-manual:d7e1543dc9ec1724
set_password	references/statements/account/user/set_password.md	expected_status	T1	success	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/set-password.html	mysql-8.0.22-manual:d7e1543dc9ec1724
set_password	references/statements/account/user/set_password.md	expected_status	T1	failure	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/set-password.html	mysql-8.0.22-manual:d7e1543dc9ec1724
install_component	references/statements/admin/component/install_component.md	component_count	T1	single	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/install-component.html	mysql-8.0.22-manual:2ccc5039f199df2c
install_component	references/statements/admin/component/install_component.md	component_count	T1	multiple	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/install-component.html	mysql-8.0.22-manual:2ccc5039f199df2c
install_component	references/statements/admin/component/install_component.md	urn_shape	T1	valid_existing	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/install-component.html	mysql-8.0.22-manual:2ccc5039f199df2c
install_component	references/statements/admin/component/install_component.md	urn_shape	T1	missing_component	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/install-component.html	mysql-8.0.22-manual:2ccc5039f199df2c
install_component	references/statements/admin/component/install_component.md	urn_shape	T1	invalid_urn	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/install-component.html	mysql-8.0.22-manual:2ccc5039f199df2c
install_component	references/statements/admin/component/install_component.md	expected_status	T1	success	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/install-component.html	mysql-8.0.22-manual:2ccc5039f199df2c
install_component	references/statements/admin/component/install_component.md	expected_status	T1	failure	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/install-component.html	mysql-8.0.22-manual:2ccc5039f199df2c
install_component	references/statements/admin/component/install_component.md	execution_mode	T5	safe_negative	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/install-component.html	mysql-8.0.22-manual:2ccc5039f199df2c
install_component	references/statements/admin/component/install_component.md	execution_mode	T5	isolated_positive	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/install-component.html	mysql-8.0.22-manual:2ccc5039f199df2c
install_component	references/statements/admin/component/install_component.md	execution_mode	T5	skip_dynamic_load	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/install-component.html	mysql-8.0.22-manual:2ccc5039f199df2c
uninstall_component	references/statements/admin/component/uninstall_component.md	component_state	T1	installed_test_component	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/uninstall-component.html	mysql-8.0.22-manual:22ad54eedbbb62f5
uninstall_component	references/statements/admin/component/uninstall_component.md	component_state	T1	missing	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/uninstall-component.html	mysql-8.0.22-manual:22ad54eedbbb62f5
uninstall_component	references/statements/admin/component/uninstall_component.md	component_state	T1	protected_component	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/uninstall-component.html	mysql-8.0.22-manual:22ad54eedbbb62f5
uninstall_component	references/statements/admin/component/uninstall_component.md	dependency_shape	T1	none	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/uninstall-component.html	mysql-8.0.22-manual:22ad54eedbbb62f5
uninstall_component	references/statements/admin/component/uninstall_component.md	dependency_shape	T1	active_dependency	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/uninstall-component.html	mysql-8.0.22-manual:22ad54eedbbb62f5
uninstall_component	references/statements/admin/component/uninstall_component.md	expected_status	T1	success	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/uninstall-component.html	mysql-8.0.22-manual:22ad54eedbbb62f5
uninstall_component	references/statements/admin/component/uninstall_component.md	expected_status	T1	failure	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/uninstall-component.html	mysql-8.0.22-manual:22ad54eedbbb62f5
uninstall_component	references/statements/admin/component/uninstall_component.md	execution_mode	T5	safe_negative	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/uninstall-component.html	mysql-8.0.22-manual:22ad54eedbbb62f5
uninstall_component	references/statements/admin/component/uninstall_component.md	execution_mode	T5	isolated_positive	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/uninstall-component.html	mysql-8.0.22-manual:22ad54eedbbb62f5
uninstall_component	references/statements/admin/component/uninstall_component.md	execution_mode	T5	skip_dynamic_load	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/uninstall-component.html	mysql-8.0.22-manual:22ad54eedbbb62f5
alter_instance	references/statements/admin/instance/alter_instance.md	action_branch	T1	enable_redo_log	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/alter-instance.html	mysql-8.0.22-manual:aa0eb396364b6770
alter_instance	references/statements/admin/instance/alter_instance.md	action_branch	T1	disable_redo_log	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/alter-instance.html	mysql-8.0.22-manual:aa0eb396364b6770
alter_instance	references/statements/admin/instance/alter_instance.md	action_branch	T1	rotate_innodb_master_key	edition_baseline	edition_baseline	static_reviewed	static_ready	mysql_native		https://dev.mysql.com/doc/refman/8.0/en/alter-instance.html	mysql-8.0.22-manual:aa0eb396364b6770
