statement_key	source_reference	factor	tier	value	synopsis_change	document_change	review_status	catalog_readiness	factor_disposition	required_test_points	official_source_target	evidence
abort	references/statements/tcl/transaction/abort.md	savepoint_name_shape	T3	quoted_name	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-abort.html	sql-abort:ef1287313ca4
abort	references/statements/tcl/transaction/abort.md	savepoint_name_shape	T3	released_name	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-abort.html	sql-abort:ef1287313ca4
abort	references/statements/tcl/transaction/abort.md	savepoint_name_shape	T3	simple_name	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-abort.html	sql-abort:ef1287313ca4
abort	references/statements/tcl/transaction/abort.md	state_boundary	T5	nested_savepoint	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-abort.html	sql-abort:ef1287313ca4
abort	references/statements/tcl/transaction/abort.md	state_boundary	T5	no_open_transaction	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-abort.html	sql-abort:ef1287313ca4
abort	references/statements/tcl/transaction/abort.md	state_boundary	T5	prepared_transaction_leftover	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-abort.html	sql-abort:ef1287313ca4
abort	references/statements/tcl/transaction/abort.md	statement_branch	T1	branch_1	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-abort.html	sql-abort:ef1287313ca4
abort	references/statements/tcl/transaction/abort.md	transaction_id_shape	T3	duplicate_id	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-abort.html	sql-abort:ef1287313ca4
abort	references/statements/tcl/transaction/abort.md	transaction_id_shape	T3	missing_id	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-abort.html	sql-abort:ef1287313ca4
abort	references/statements/tcl/transaction/abort.md	transaction_id_shape	T3	quoted_id	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-abort.html	sql-abort:ef1287313ca4
abort	references/statements/tcl/transaction/abort.md	transaction_id_shape	T3	simple_id	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-abort.html	sql-abort:ef1287313ca4
abort	references/statements/tcl/transaction/abort.md	transaction_mode	T2	default	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-abort.html	sql-abort:ef1287313ca4
abort	references/statements/tcl/transaction/abort.md	transaction_mode	T2	deferrable	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-abort.html	sql-abort:ef1287313ca4
abort	references/statements/tcl/transaction/abort.md	transaction_mode	T2	isolation_level	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-abort.html	sql-abort:ef1287313ca4
abort	references/statements/tcl/transaction/abort.md	transaction_mode	T2	read_only	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-abort.html	sql-abort:ef1287313ca4
abort	references/statements/tcl/transaction/abort.md	transaction_mode	T2	read_write	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-abort.html	sql-abort:ef1287313ca4
abort	references/statements/tcl/transaction/abort.md	transaction_state	T1	inside_transaction	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-abort.html	sql-abort:ef1287313ca4
abort	references/statements/tcl/transaction/abort.md	transaction_state	T1	missing_required_state	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-abort.html	sql-abort:ef1287313ca4
abort	references/statements/tcl/transaction/abort.md	transaction_state	T1	outside_transaction	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-abort.html	sql-abort:ef1287313ca4
abort	references/statements/tcl/transaction/abort.md	transaction_state	T1	prepared_transaction_exists	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-abort.html	sql-abort:ef1287313ca4
abort	references/statements/tcl/transaction/abort.md	transaction_state	T1	savepoint_exists	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-abort.html	sql-abort:ef1287313ca4
abort	references/statements/tcl/transaction/abort.md	verification_mode	T6	catalog_query	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-abort.html	sql-abort:ef1287313ca4
abort	references/statements/tcl/transaction/abort.md	verification_mode	T6	effect_query	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-abort.html	sql-abort:ef1287313ca4
abort	references/statements/tcl/transaction/abort.md	verification_mode	T6	error_assertion	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-abort.html	sql-abort:ef1287313ca4
abort	references/statements/tcl/transaction/abort.md	verification_mode	T6	returned_rows	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-abort.html	sql-abort:ef1287313ca4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	aggregate_form	T2	multi_arg	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	aggregate_form	T2	ordered_set	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	aggregate_form	T2	single_arg	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	aggregate_form	T2	zero_arg	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	aggregate_name_shape	T3	plain_identifier	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	aggregate_name_shape	T3	quoted_identifier	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	aggregate_name_shape	T3	schema_qualified	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	aggregate_not_exists	T5	not_exists	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	aggregate_signature	T1	abbreviated_ordered_set	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	aggregate_signature	T1	multi_argtype	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	aggregate_signature	T1	ordered_set_signature	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	aggregate_signature	T1	single_argtype	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	aggregate_signature	T1	star_zero_arg	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	cleanup_mode	T6	DROP_AGGREGATE	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	cleanup_mode	T6	DROP_AGGREGATE_CASCADE	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	cleanup_mode	T6	DROP_AGGREGATE_IF_EXISTS	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	expected_status	T1	failure	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	expected_status	T1	success	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	insufficient_privilege	T5	no_create_on_schema	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	insufficient_privilege	T5	non_owner	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	new_name_conflict	T5	same_signature_conflict	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	new_name_shape	T3	plain_identifier	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	new_name_shape	T3	quoted_identifier	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	new_name_shape	T3	reserved_word	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	new_owner_not_exists	T5	nonexistent_role	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	new_owner_shape	T3	CURRENT_ROLE	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	new_owner_shape	T3	CURRENT_USER	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	new_owner_shape	T3	SESSION_USER	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	new_owner_shape	T3	plain_role	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	new_schema_not_exists	T5	nonexistent_schema	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	new_schema_shape	T3	existing_schema	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	new_schema_shape	T3	nonexistent_schema	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	owner_membership	T4	member_of_new_owner	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	owner_membership	T4	not_member_of_new_owner	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	privilege_level	T4	aggregate_owner	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	privilege_level	T4	non_owner	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	privilege_level	T4	superuser	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	signature_mismatch	T5	wrong_arg_count	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	signature_mismatch	T5	wrong_arg_type	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	star_mismatch	T5	star_for_nonzero_arg	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	statement_branch	T1	branch_owner	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	statement_branch	T1	branch_rename	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	statement_branch	T1	branch_set_schema	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	target_state	T2	new_name_available	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	target_state	T2	new_name_conflict	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	target_state	T2	new_owner_available	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	target_state	T2	new_owner_unavailable	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	target_state	T2	new_schema_available	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	target_state	T2	new_schema_conflict	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	verification_mode	T6	pg_aggregate_actual_execution	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	verification_mode	T6	pg_aggregate_catalog_query	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_aggregate	references/statements/ddl/aggregate/alter_aggregate.md	verification_mode	T6	pg_proc_query	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-alteraggregate.html	sql-alteraggregate:9ef2ad28d7a4
alter_collation	references/statements/ddl/collation/alter_collation.md	cleanup_mode	T6	DROP_COLLATION_CASCADE	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-altercollation.html	sql-altercollation:372f14f2845b
alter_collation	references/statements/ddl/collation/alter_collation.md	cleanup_mode	T6	DROP_DEPENDENT_OBJECTS_FIRST	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-altercollation.html	sql-altercollation:372f14f2845b
alter_collation	references/statements/ddl/collation/alter_collation.md	collation_name_shape	T3	plain_identifier	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-altercollation.html	sql-altercollation:372f14f2845b
alter_collation	references/statements/ddl/collation/alter_collation.md	collation_name_shape	T3	quoted_identifier	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-altercollation.html	sql-altercollation:372f14f2845b
alter_collation	references/statements/ddl/collation/alter_collation.md	collation_name_shape	T3	schema_qualified	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-altercollation.html	sql-altercollation:372f14f2845b
alter_collation	references/statements/ddl/collation/alter_collation.md	collation_not_exists	T5	not_exists	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-altercollation.html	sql-altercollation:372f14f2845b
alter_collation	references/statements/ddl/collation/alter_collation.md	collation_usage_state	T2	no_dependencies	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-altercollation.html	sql-altercollation:372f14f2845b
alter_collation	references/statements/ddl/collation/alter_collation.md	collation_usage_state	T2	referenced_by_index	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-altercollation.html	sql-altercollation:372f14f2845b
alter_collation	references/statements/ddl/collation/alter_collation.md	collation_usage_state	T2	referenced_by_table_column	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-altercollation.html	sql-altercollation:372f14f2845b
alter_collation	references/statements/ddl/collation/alter_collation.md	expected_status	T1	failure	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-altercollation.html	sql-altercollation:372f14f2845b
alter_collation	references/statements/ddl/collation/alter_collation.md	expected_status	T1	success	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-altercollation.html	sql-altercollation:372f14f2845b
alter_collation	references/statements/ddl/collation/alter_collation.md	insufficient_privilege	T5	no_create_on_schema	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-altercollation.html	sql-altercollation:372f14f2845b
alter_collation	references/statements/ddl/collation/alter_collation.md	insufficient_privilege	T5	non_owner	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-altercollation.html	sql-altercollation:372f14f2845b
alter_collation	references/statements/ddl/collation/alter_collation.md	new_name_conflict	T5	name_already_exists	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-altercollation.html	sql-altercollation:372f14f2845b
alter_collation	references/statements/ddl/collation/alter_collation.md	new_name_shape	T3	plain_identifier	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-altercollation.html	sql-altercollation:372f14f2845b
alter_collation	references/statements/ddl/collation/alter_collation.md	new_name_shape	T3	quoted_identifier	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-altercollation.html	sql-altercollation:372f14f2845b
alter_collation	references/statements/ddl/collation/alter_collation.md	new_owner_not_exists	T5	nonexistent_role	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-altercollation.html	sql-altercollation:372f14f2845b
alter_collation	references/statements/ddl/collation/alter_collation.md	new_owner_shape	T3	CURRENT_ROLE	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-altercollation.html	sql-altercollation:372f14f2845b
alter_collation	references/statements/ddl/collation/alter_collation.md	new_owner_shape	T3	CURRENT_USER	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-altercollation.html	sql-altercollation:372f14f2845b
alter_collation	references/statements/ddl/collation/alter_collation.md	new_owner_shape	T3	SESSION_USER	unchanged	unchanged	static_reviewed	static_ready	inherited_unchanged		https://www.postgresql.org/docs/18/sql-altercollation.html	sql-altercollation:372f14f2845b
