statement_key	factor	value	disposition	source_8_0_22	source_8_0_41	official_locator	review_status	notes
alter_event	alteration_shape	reschedule	unchanged	references/statements/ddl/event/alter_event.md	references/statements/ddl/event/alter_event.md	https://dev.mysql.com/doc/refman/8.0/en/alter-event.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_event	enable_state	disable	unchanged	references/statements/ddl/event/alter_event.md	references/statements/ddl/event/alter_event.md	https://dev.mysql.com/doc/refman/8.0/en/alter-event.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_event	enable_state	disable_on_slave	unchanged	references/statements/ddl/event/alter_event.md	references/statements/ddl/event/alter_event.md	https://dev.mysql.com/doc/refman/8.0/en/alter-event.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_event	enable_state	enable	unchanged	references/statements/ddl/event/alter_event.md	references/statements/ddl/event/alter_event.md	https://dev.mysql.com/doc/refman/8.0/en/alter-event.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_event	event_state	exists	unchanged	references/statements/ddl/event/alter_event.md	references/statements/ddl/event/alter_event.md	https://dev.mysql.com/doc/refman/8.0/en/alter-event.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_event	event_state	missing	unchanged	references/statements/ddl/event/alter_event.md	references/statements/ddl/event/alter_event.md	https://dev.mysql.com/doc/refman/8.0/en/alter-event.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_event	expected_status	failure	unchanged	references/statements/ddl/event/alter_event.md	references/statements/ddl/event/alter_event.md	https://dev.mysql.com/doc/refman/8.0/en/alter-event.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_event	expected_status	success	unchanged	references/statements/ddl/event/alter_event.md	references/statements/ddl/event/alter_event.md	https://dev.mysql.com/doc/refman/8.0/en/alter-event.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_event	schedule_shape	at_timestamp	unchanged	references/statements/ddl/event/alter_event.md	references/statements/ddl/event/alter_event.md	https://dev.mysql.com/doc/refman/8.0/en/alter-event.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_event	schedule_shape	every_interval	unchanged	references/statements/ddl/event/alter_event.md	references/statements/ddl/event/alter_event.md	https://dev.mysql.com/doc/refman/8.0/en/alter-event.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_function	characteristic_shape	comment	unchanged	references/statements/ddl/function/alter_function.md	references/statements/ddl/function/alter_function.md	https://dev.mysql.com/doc/refman/8.0/en/alter-function.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_function	characteristic_shape	deterministic	unchanged	references/statements/ddl/function/alter_function.md	references/statements/ddl/function/alter_function.md	https://dev.mysql.com/doc/refman/8.0/en/alter-function.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_function	characteristic_shape	sql_security_definer	unchanged	references/statements/ddl/function/alter_function.md	references/statements/ddl/function/alter_function.md	https://dev.mysql.com/doc/refman/8.0/en/alter-function.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_function	characteristic_shape	sql_security_invoker	unchanged	references/statements/ddl/function/alter_function.md	references/statements/ddl/function/alter_function.md	https://dev.mysql.com/doc/refman/8.0/en/alter-function.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_function	expected_status	failure	unchanged	references/statements/ddl/function/alter_function.md	references/statements/ddl/function/alter_function.md	https://dev.mysql.com/doc/refman/8.0/en/alter-function.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_function	expected_status	success	unchanged	references/statements/ddl/function/alter_function.md	references/statements/ddl/function/alter_function.md	https://dev.mysql.com/doc/refman/8.0/en/alter-function.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_function	function_state	exists	unchanged	references/statements/ddl/function/alter_function.md	references/statements/ddl/function/alter_function.md	https://dev.mysql.com/doc/refman/8.0/en/alter-function.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_function	function_state	missing	unchanged	references/statements/ddl/function/alter_function.md	references/statements/ddl/function/alter_function.md	https://dev.mysql.com/doc/refman/8.0/en/alter-function.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_function	function_state	wrong_routine_type	unchanged	references/statements/ddl/function/alter_function.md	references/statements/ddl/function/alter_function.md	https://dev.mysql.com/doc/refman/8.0/en/alter-function.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_instance	action_branch	disable_redo_log	changed	references/statements/admin/instance/alter_instance.md	references/statements/admin/instance/alter_instance.md	https://dev.mysql.com/doc/relnotes/mysql/8.0/en/news-8-0-24.html	static_reviewed	Statement semantics or syntax changed in the cited intervening release.
alter_instance	action_branch	enable_redo_log	changed	references/statements/admin/instance/alter_instance.md	references/statements/admin/instance/alter_instance.md	https://dev.mysql.com/doc/relnotes/mysql/8.0/en/news-8-0-24.html	static_reviewed	Statement semantics or syntax changed in the cited intervening release.
alter_instance	action_branch	reload_keyring	added		references/statements/admin/instance/alter_instance.md	https://dev.mysql.com/doc/relnotes/mysql/8.0/en/news-8-0-24.html	static_reviewed	Factor/value is available in 8.0.41 and absent from the 8.0.22 edition.
alter_instance	action_branch	reload_tls	changed	references/statements/admin/instance/alter_instance.md	references/statements/admin/instance/alter_instance.md	https://dev.mysql.com/doc/relnotes/mysql/8.0/en/news-8-0-24.html	static_reviewed	Statement semantics or syntax changed in the cited intervening release.
alter_instance	action_branch	rotate_binlog_master_key	changed	references/statements/admin/instance/alter_instance.md	references/statements/admin/instance/alter_instance.md	https://dev.mysql.com/doc/relnotes/mysql/8.0/en/news-8-0-24.html	static_reviewed	Statement semantics or syntax changed in the cited intervening release.
alter_instance	action_branch	rotate_innodb_master_key	changed	references/statements/admin/instance/alter_instance.md	references/statements/admin/instance/alter_instance.md	https://dev.mysql.com/doc/relnotes/mysql/8.0/en/news-8-0-24.html	static_reviewed	Statement semantics or syntax changed in the cited intervening release.
alter_instance	execution_mode	isolated_positive	changed	references/statements/admin/instance/alter_instance.md	references/statements/admin/instance/alter_instance.md	https://dev.mysql.com/doc/relnotes/mysql/8.0/en/news-8-0-24.html	static_reviewed	Statement semantics or syntax changed in the cited intervening release.
alter_instance	execution_mode	safe_negative	changed	references/statements/admin/instance/alter_instance.md	references/statements/admin/instance/alter_instance.md	https://dev.mysql.com/doc/relnotes/mysql/8.0/en/news-8-0-24.html	static_reviewed	Statement semantics or syntax changed in the cited intervening release.
alter_instance	execution_mode	skip_destructive	changed	references/statements/admin/instance/alter_instance.md	references/statements/admin/instance/alter_instance.md	https://dev.mysql.com/doc/relnotes/mysql/8.0/en/news-8-0-24.html	static_reviewed	Statement semantics or syntax changed in the cited intervening release.
alter_instance	expected_status	failure	changed	references/statements/admin/instance/alter_instance.md	references/statements/admin/instance/alter_instance.md	https://dev.mysql.com/doc/relnotes/mysql/8.0/en/news-8-0-24.html	static_reviewed	Statement semantics or syntax changed in the cited intervening release.
alter_instance	expected_status	success	changed	references/statements/admin/instance/alter_instance.md	references/statements/admin/instance/alter_instance.md	https://dev.mysql.com/doc/relnotes/mysql/8.0/en/news-8-0-24.html	static_reviewed	Statement semantics or syntax changed in the cited intervening release.
alter_instance	privilege_state	has_required_privilege	changed	references/statements/admin/instance/alter_instance.md	references/statements/admin/instance/alter_instance.md	https://dev.mysql.com/doc/relnotes/mysql/8.0/en/news-8-0-24.html	static_reviewed	Statement semantics or syntax changed in the cited intervening release.
alter_instance	privilege_state	missing_required_privilege	changed	references/statements/admin/instance/alter_instance.md	references/statements/admin/instance/alter_instance.md	https://dev.mysql.com/doc/relnotes/mysql/8.0/en/news-8-0-24.html	static_reviewed	Statement semantics or syntax changed in the cited intervening release.
alter_logfile_group	execution_mode	isolated_positive	unchanged	references/statements/ddl/logfile_group/alter_logfile_group.md	references/statements/ddl/logfile_group/alter_logfile_group.md	https://dev.mysql.com/doc/refman/8.0/en/alter-logfile-group.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_logfile_group	execution_mode	safe_negative	unchanged	references/statements/ddl/logfile_group/alter_logfile_group.md	references/statements/ddl/logfile_group/alter_logfile_group.md	https://dev.mysql.com/doc/refman/8.0/en/alter-logfile-group.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_logfile_group	execution_mode	skip_ndb	unchanged	references/statements/ddl/logfile_group/alter_logfile_group.md	references/statements/ddl/logfile_group/alter_logfile_group.md	https://dev.mysql.com/doc/refman/8.0/en/alter-logfile-group.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_logfile_group	expected_status	failure	unchanged	references/statements/ddl/logfile_group/alter_logfile_group.md	references/statements/ddl/logfile_group/alter_logfile_group.md	https://dev.mysql.com/doc/refman/8.0/en/alter-logfile-group.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_logfile_group	expected_status	success	unchanged	references/statements/ddl/logfile_group/alter_logfile_group.md	references/statements/ddl/logfile_group/alter_logfile_group.md	https://dev.mysql.com/doc/refman/8.0/en/alter-logfile-group.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_logfile_group	logfile_group_state	exists	unchanged	references/statements/ddl/logfile_group/alter_logfile_group.md	references/statements/ddl/logfile_group/alter_logfile_group.md	https://dev.mysql.com/doc/refman/8.0/en/alter-logfile-group.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_logfile_group	logfile_group_state	missing	unchanged	references/statements/ddl/logfile_group/alter_logfile_group.md	references/statements/ddl/logfile_group/alter_logfile_group.md	https://dev.mysql.com/doc/refman/8.0/en/alter-logfile-group.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_logfile_group	logfile_group_state	wrong_engine	unchanged	references/statements/ddl/logfile_group/alter_logfile_group.md	references/statements/ddl/logfile_group/alter_logfile_group.md	https://dev.mysql.com/doc/refman/8.0/en/alter-logfile-group.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_logfile_group	undofile_shape	duplicate_file	unchanged	references/statements/ddl/logfile_group/alter_logfile_group.md	references/statements/ddl/logfile_group/alter_logfile_group.md	https://dev.mysql.com/doc/refman/8.0/en/alter-logfile-group.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_logfile_group	undofile_shape	missing_undofile	unchanged	references/statements/ddl/logfile_group/alter_logfile_group.md	references/statements/ddl/logfile_group/alter_logfile_group.md	https://dev.mysql.com/doc/refman/8.0/en/alter-logfile-group.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_logfile_group	undofile_shape	relative_file	unchanged	references/statements/ddl/logfile_group/alter_logfile_group.md	references/statements/ddl/logfile_group/alter_logfile_group.md	https://dev.mysql.com/doc/refman/8.0/en/alter-logfile-group.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_procedure	characteristic_shape	comment	unchanged	references/statements/ddl/procedure/alter_procedure.md	references/statements/ddl/procedure/alter_procedure.md	https://dev.mysql.com/doc/refman/8.0/en/alter-procedure.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_procedure	characteristic_shape	sql_security_definer	unchanged	references/statements/ddl/procedure/alter_procedure.md	references/statements/ddl/procedure/alter_procedure.md	https://dev.mysql.com/doc/refman/8.0/en/alter-procedure.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_procedure	characteristic_shape	sql_security_invoker	unchanged	references/statements/ddl/procedure/alter_procedure.md	references/statements/ddl/procedure/alter_procedure.md	https://dev.mysql.com/doc/refman/8.0/en/alter-procedure.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_procedure	expected_status	failure	unchanged	references/statements/ddl/procedure/alter_procedure.md	references/statements/ddl/procedure/alter_procedure.md	https://dev.mysql.com/doc/refman/8.0/en/alter-procedure.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_procedure	expected_status	success	unchanged	references/statements/ddl/procedure/alter_procedure.md	references/statements/ddl/procedure/alter_procedure.md	https://dev.mysql.com/doc/refman/8.0/en/alter-procedure.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_procedure	procedure_state	exists	unchanged	references/statements/ddl/procedure/alter_procedure.md	references/statements/ddl/procedure/alter_procedure.md	https://dev.mysql.com/doc/refman/8.0/en/alter-procedure.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_procedure	procedure_state	missing	unchanged	references/statements/ddl/procedure/alter_procedure.md	references/statements/ddl/procedure/alter_procedure.md	https://dev.mysql.com/doc/refman/8.0/en/alter-procedure.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_procedure	procedure_state	wrong_routine_type	unchanged	references/statements/ddl/procedure/alter_procedure.md	references/statements/ddl/procedure/alter_procedure.md	https://dev.mysql.com/doc/refman/8.0/en/alter-procedure.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_resource_group	alteration_shape	change_priority	unchanged	references/statements/admin/resource_group/alter_resource_group.md	references/statements/admin/resource_group/alter_resource_group.md	https://dev.mysql.com/doc/refman/8.0/en/alter-resource-group.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_resource_group	alteration_shape	change_vcpu	unchanged	references/statements/admin/resource_group/alter_resource_group.md	references/statements/admin/resource_group/alter_resource_group.md	https://dev.mysql.com/doc/refman/8.0/en/alter-resource-group.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_resource_group	alteration_shape	enable_disable	unchanged	references/statements/admin/resource_group/alter_resource_group.md	references/statements/admin/resource_group/alter_resource_group.md	https://dev.mysql.com/doc/refman/8.0/en/alter-resource-group.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_resource_group	alteration_shape	force	unchanged	references/statements/admin/resource_group/alter_resource_group.md	references/statements/admin/resource_group/alter_resource_group.md	https://dev.mysql.com/doc/refman/8.0/en/alter-resource-group.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_resource_group	execution_mode	isolated_positive	unchanged	references/statements/admin/resource_group/alter_resource_group.md	references/statements/admin/resource_group/alter_resource_group.md	https://dev.mysql.com/doc/refman/8.0/en/alter-resource-group.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_resource_group	execution_mode	metadata_only	unchanged	references/statements/admin/resource_group/alter_resource_group.md	references/statements/admin/resource_group/alter_resource_group.md	https://dev.mysql.com/doc/refman/8.0/en/alter-resource-group.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_resource_group	execution_mode	safe_negative	unchanged	references/statements/admin/resource_group/alter_resource_group.md	references/statements/admin/resource_group/alter_resource_group.md	https://dev.mysql.com/doc/refman/8.0/en/alter-resource-group.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_resource_group	expected_status	failure	unchanged	references/statements/admin/resource_group/alter_resource_group.md	references/statements/admin/resource_group/alter_resource_group.md	https://dev.mysql.com/doc/refman/8.0/en/alter-resource-group.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_resource_group	expected_status	success	unchanged	references/statements/admin/resource_group/alter_resource_group.md	references/statements/admin/resource_group/alter_resource_group.md	https://dev.mysql.com/doc/refman/8.0/en/alter-resource-group.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_resource_group	group_state	builtin_group	unchanged	references/statements/admin/resource_group/alter_resource_group.md	references/statements/admin/resource_group/alter_resource_group.md	https://dev.mysql.com/doc/refman/8.0/en/alter-resource-group.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_resource_group	group_state	exists	unchanged	references/statements/admin/resource_group/alter_resource_group.md	references/statements/admin/resource_group/alter_resource_group.md	https://dev.mysql.com/doc/refman/8.0/en/alter-resource-group.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_resource_group	group_state	missing	unchanged	references/statements/admin/resource_group/alter_resource_group.md	references/statements/admin/resource_group/alter_resource_group.md	https://dev.mysql.com/doc/refman/8.0/en/alter-resource-group.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_schema	charset_option	omitted	unchanged	references/statements/ddl/schema/alter_schema.md	references/statements/ddl/schema/alter_schema.md	https://dev.mysql.com/doc/refman/8.0/en/alter-database.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_schema	charset_option	utf8mb4	unchanged	references/statements/ddl/schema/alter_schema.md	references/statements/ddl/schema/alter_schema.md	https://dev.mysql.com/doc/refman/8.0/en/alter-database.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_schema	collation_option	omitted	unchanged	references/statements/ddl/schema/alter_schema.md	references/statements/ddl/schema/alter_schema.md	https://dev.mysql.com/doc/refman/8.0/en/alter-database.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_schema	collation_option	utf8mb4_0900_ai_ci	unchanged	references/statements/ddl/schema/alter_schema.md	references/statements/ddl/schema/alter_schema.md	https://dev.mysql.com/doc/refman/8.0/en/alter-database.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_schema	encryption_option	default	unchanged	references/statements/ddl/schema/alter_schema.md	references/statements/ddl/schema/alter_schema.md	https://dev.mysql.com/doc/refman/8.0/en/alter-database.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_schema	encryption_option	n	unchanged	references/statements/ddl/schema/alter_schema.md	references/statements/ddl/schema/alter_schema.md	https://dev.mysql.com/doc/refman/8.0/en/alter-database.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_schema	encryption_option	omitted	unchanged	references/statements/ddl/schema/alter_schema.md	references/statements/ddl/schema/alter_schema.md	https://dev.mysql.com/doc/refman/8.0/en/alter-database.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_schema	encryption_option	y	unchanged	references/statements/ddl/schema/alter_schema.md	references/statements/ddl/schema/alter_schema.md	https://dev.mysql.com/doc/refman/8.0/en/alter-database.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_schema	expected_status	failure	unchanged	references/statements/ddl/schema/alter_schema.md	references/statements/ddl/schema/alter_schema.md	https://dev.mysql.com/doc/refman/8.0/en/alter-database.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_schema	expected_status	success	unchanged	references/statements/ddl/schema/alter_schema.md	references/statements/ddl/schema/alter_schema.md	https://dev.mysql.com/doc/refman/8.0/en/alter-database.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_schema	read_only_option	default	unchanged	references/statements/ddl/schema/alter_schema.md	references/statements/ddl/schema/alter_schema.md	https://dev.mysql.com/doc/refman/8.0/en/alter-database.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_schema	read_only_option	omitted	unchanged	references/statements/ddl/schema/alter_schema.md	references/statements/ddl/schema/alter_schema.md	https://dev.mysql.com/doc/refman/8.0/en/alter-database.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_schema	read_only_option	one	unchanged	references/statements/ddl/schema/alter_schema.md	references/statements/ddl/schema/alter_schema.md	https://dev.mysql.com/doc/refman/8.0/en/alter-database.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_schema	read_only_option	zero	unchanged	references/statements/ddl/schema/alter_schema.md	references/statements/ddl/schema/alter_schema.md	https://dev.mysql.com/doc/refman/8.0/en/alter-database.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_schema	schema_name_shape	explicit	unchanged	references/statements/ddl/schema/alter_schema.md	references/statements/ddl/schema/alter_schema.md	https://dev.mysql.com/doc/refman/8.0/en/alter-database.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_schema	schema_name_shape	omitted_current	unchanged	references/statements/ddl/schema/alter_schema.md	references/statements/ddl/schema/alter_schema.md	https://dev.mysql.com/doc/refman/8.0/en/alter-database.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_server	execution_mode	isolated_positive	unchanged	references/statements/ddl/server/alter_server.md	references/statements/ddl/server/alter_server.md	https://dev.mysql.com/doc/refman/8.0/en/alter-server.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_server	execution_mode	metadata_only	unchanged	references/statements/ddl/server/alter_server.md	references/statements/ddl/server/alter_server.md	https://dev.mysql.com/doc/refman/8.0/en/alter-server.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
alter_server	execution_mode	safe_negative	unchanged	references/statements/ddl/server/alter_server.md	references/statements/ddl/server/alter_server.md	https://dev.mysql.com/doc/refman/8.0/en/alter-server.html	static_reviewed	No statement factor/value change was identified in the 8.0.23-8.0.41 release boundary review.
